Species,InChIKey,Hcp
($Z$)-1-chloro-2-butene,YTKRILODNOEEPX-UHFFFAOYSA-N,0.0012
($E$)-1-chloro-2-butene,YTKRILODNOEEPX-NSCUHMNNSA-N,0.0031
"1,3-dichloro-2-butene",WLIADPFXSACYLS-UHFFFAOYSA-N,0.00026
"1,4-dichloro-2-butene",FQDIANVAWVHZIR-UHFFFAOYSA-N,0.017
"($Z$)-1,4-dichloro-2-butene",FQDIANVAWVHZIR-UPHRSURJSA-N,0.03
"($E$)-1,4-dichloro-2-butene",FQDIANVAWVHZIR-OWOJBTEDSA-N,0.035
"3,4-dichloro-1-butene",XVEASTGLHPVZNA-UHFFFAOYSA-N,0.0011
1-chloro-2-methylpropene,KWISWUFGPUHDRY-UHFFFAOYSA-N,0.00052
"2-chloro-1,3-butadiene",YACLQRRMGMJLJV-UHFFFAOYSA-N,0.047
hexachlorobutadiene,RWNKSTSCBHKHTB-UHFFFAOYSA-N,0.00083
hexachlorocyclopentadiene,VUNCWTMEJYMOOR-UHFFFAOYSA-N,0.00037
chlordane,BIWJNBZANLAXMG-UHFFFAOYSA-N,0.18
{\it cis}-chlordane,BIWJNBZANLAXMG-KMMBHOGFSA-N,0.17
{\it trans}-chlordane,BIWJNBZANLAXMG-SVSLFMFOSA-N,0.17
{\it cis}-nonachlor,OCHOKXCPKDPNQU-BBXWSCHTSA-N,1.4
{\it trans}-nonachlor,OCHOKXCPKDPNQU-FLVMBEMLSA-N,0.031
chlorobenzene,MVPPADPHJFYWMZ-UHFFFAOYSA-N,0.0027
chlorobenzene-d5,MVPPADPHJFYWMZ-RALIUCGRSA-N,0.0036
"1,2-dichlorobenzene",RFFLAFLAYFXFSW-UHFFFAOYSA-N,0.0068
"1,2-dichlorobenzene-d4",RFFLAFLAYFXFSW-RHQRLBAQSA-N,0.0082
"1,3-dichlorobenzene",ZPQOPVIELGIULI-UHFFFAOYSA-N,0.0034
"1,4-dichlorobenzene",OCJBOOLMMGQPQU-UHFFFAOYSA-N,0.0045
"1,2,3-trichlorobenzene",RELMFMZEBKVZJC-UHFFFAOYSA-N,0.015
"1,2,3-trichlorobenzene-d3",SMNOERSLNYGGOU-UHFFFAOYSA-N,0.015
"1,2,4-trichlorobenzene",PBKONEOXTCPAFI-UHFFFAOYSA-N,0.011
"1,2,4-trichlorobenzene-d3",PBKONEOXTCPAFI-CBYSEHNBSA-N,0.0098
"1,3,5-trichlorobenzene",XKEFYDZQGKAQCN-UHFFFAOYSA-N,0.0018
"1,2,3,4-tetrachlorobenzene",GBDZXPJXOMHESU-UHFFFAOYSA-N,0.0035
"1,2,3,5-tetrachlorobenzene",QZYNWJQFTJXIRN-UHFFFAOYSA-N,0.0063
"1,2,4,5-tetrachlorobenzene",JHBKHLUZVFWLAG-UHFFFAOYSA-N,0.018
pentachlorobenzene,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,0.014
hexachlorobenzene,CKAPSXZOOQJIBF-UHFFFAOYSA-N,0.019
(chloromethyl)-benzene,KCXMKQUNVWSEMD-UHFFFAOYSA-N,0.02
1-chloro-2-methylbenzene,IBSQPLPBRSHTTG-UHFFFAOYSA-N,0.0032
1-chloro-3-methylbenzene,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,0.00062
1-chloro-4-methylbenzene,NPDACUSDTOMAMK-UHFFFAOYSA-N,0.0041
(dichloromethyl)-benzene,CAHQGWAXKLQREW-UHFFFAOYSA-N,0.013
"1,2-dichloro-4-methylbenzene",WYUIWKFIFOJVKW-UHFFFAOYSA-N,0.0079
"1,3-dichloro-2-methylbenzene",DMEDNTFWIHCBRK-UHFFFAOYSA-N,0.0023
"1-methyl-2,4-dichlorobenzene",FUNUTBJJKQIVSY-UHFFFAOYSA-N,0.0027
"1-methyl-2,4,5-trichlorobenzene",ZCXHZKNWIYVQNC-UHFFFAOYSA-N,0.0066
"1-methyl-2,3,6-trichlorobenzene",UZYYBZNZSSNYSA-UHFFFAOYSA-N,0.0066
pentachloromethylbenzene,AVSIMRGRHWKCAY-UHFFFAOYSA-N,0.013
1-chloro-2-(chloromethyl)benzene,BASMANVIUSSIIM-UHFFFAOYSA-N,0.0064
1-chloro-4-(chloromethyl)benzene,JQZAEUFPPSRDOP-UHFFFAOYSA-N,0.029
chloro(dichloromethyl)benzene,BXSVYGKOUULJCL-UHFFFAOYSA-N,0.018
(trichloromethyl)-benzene,XEMRAKSQROQPBR-UHFFFAOYSA-N,0.038
1-chloro-4-(trichloromethyl)benzene,LVZPKYYPPLUECL-UHFFFAOYSA-N,0.051
1-chloro-3-ethenylbenzene,BOVQCIDBZXNFEJ-UHFFFAOYSA-N,0.0047
1-chloro-4-ethenylbenzene,KTZVZZJJVJQZHV-UHFFFAOYSA-N,0.0047
"1,4-dichloro-2,5-dimethylbenzene",UTGSRNVBAFCOEU-UHFFFAOYSA-N,0.0027
"1,4-bis(trichloromethyl)benzene",OTEKOJQFKOIXMU-UHFFFAOYSA-N,0.79
"$\alpha$,$\alpha$-dichloro-$o$-xylene",FMGGHNGKHRCJLL-UHFFFAOYSA-N,0.1
2-chlorostyrene,ISRGONDNXBCDBM-UHFFFAOYSA-N,0.0047
octachlorostyrene,RUYUCCQRWINUHE-UHFFFAOYSA-N,0.076
1-chloronaphthalene,JTPNRXUCIXHOKM-UHFFFAOYSA-N,0.028
2-chloronaphthalene,CGYGETOMCSJHJU-UHFFFAOYSA-N,0.03
"1,2,3-trichloronaphthalene",QEPTXDCPBXMWJC-UHFFFAOYSA-N,0.032
"1,2,3,4-tetrachloronaphthalene",NAQWICRLNQSPPW-UHFFFAOYSA-N,0.041
"1,2,3,4,5-pentachloronaphthalene",JRZKNHITLINYHV-UHFFFAOYSA-N,0.082
"1,2,3,4,5,6-hexachloronaphthalene",CTLMCQOGOWNFHA-UHFFFAOYSA-N,0.11
octachloronaphthalene,RTNLUFLDZOAXIC-UHFFFAOYSA-N,0.014
heptachlor,FRCCEHPWNOQAEU-UHFFFAOYSA-N,0.033
"1,3-dichloronaphthalene",AMCBMCWLCDERHY-UHFFFAOYSA-N,0.034
1-chloro-2-methyl-2-phenylpropane,DNXXUUPUQXSUFH-UHFFFAOYSA-N,0.002
"1,3-dichloro-5-[(2$S$)-2,4,4,4-tetrachlorobutan-2-yl]benzene",DELZPCKTBPIBEE-VIFPVBQESA-N,0.084
"1,2,3,4,5,6,7,8,8-nonachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene",OCHOKXCPKDPNQU-UHFFFAOYSA-N,0.39
"1,1-dichloro-2,2-bis-(4-chlorophenyl)-ethane",AHJKRLASYNVKDZ-UHFFFAOYSA-N,1.5
mitotane,JWBOIMRXGHLCPP-UHFFFAOYSA-N,1.2
"1,1-dichloro-2,2-bis-(4-chlorophenyl)-ethene",UCNVFOCBFJOQAL-UHFFFAOYSA-N,0.24
"o,p'-DDE",ZDYJWDIWLRZXDB-UHFFFAOYSA-N,0.39
"1,1,1-trichloro-2-(2-chlorophenyl)-2-(4-chlorophenyl)ethane",CVUGPAFCQJIYDT-UHFFFAOYSA-N,2.9
"1,1,1-trichloro-2,2-bis-(4-chlorophenyl)-ethane",YVGGHNCTFXOJCH-UHFFFAOYSA-N,0.91
aldrin,QBYJBZPUGVGKQQ-SJJAEHHWSA-N,0.067
isodrin,QBYJBZPUGVGKQQ-DIFDVCDBSA-N,0.025
"1,1'-(2,2-dichloroethylidene)bis[4-ethylbenzene",QFMDFTQOJHFVNR-UHFFFAOYSA-N,0.058
2-chlorobiphenyl,LAXBNTIAOJWAOP-UHFFFAOYSA-N,0.03
3-chlorobiphenyl,NMWSKOLWZZWHPL-UHFFFAOYSA-N,0.032
4-chlorobiphenyl,FPWNLURCHDRMHC-UHFFFAOYSA-N,0.028
"2,2'-dichlorobiphenyl",JAYCNKDKIKZTAF-UHFFFAOYSA-N,0.046
"2,3-dichlorobiphenyl",XOMKZKJEJBZBJJ-UHFFFAOYSA-N,0.043
"2,3'-dichlorobiphenyl",ZHBBDTRJIVXKEX-UHFFFAOYSA-N,0.043
"2,4-dichlorobiphenyl",WEJZHZJJXPXXMU-UHFFFAOYSA-N,0.037
"2,4'-dichlorobiphenyl",UFNIBRDIUNVOMX-UHFFFAOYSA-N,0.038
"2,5-dichlorobiphenyl",KKQWHYGECTYFIA-UHFFFAOYSA-N,0.023
"2,6-dichlorobiphenyl",IYZWUWBAFUBNCH-UHFFFAOYSA-N,0.012
"3,3'-dichlorobiphenyl",KTXUOWUHFLBZPW-UHFFFAOYSA-N,0.042
"3,4-dichlorobiphenyl",ZGHQUYZPMWMLBM-UHFFFAOYSA-N,0.07
"3,4'-dichlorobiphenyl",CJDNEKOMKXLSBN-UHFFFAOYSA-N,0.049
"3,5-dichlorobiphenyl",QHZSDTDMQZPUKC-UHFFFAOYSA-N,0.027
"4,4'-dichlorobiphenyl",YTBRNEUEFCNVHC-UHFFFAOYSA-N,0.07
"2,2',3-trichlorobiphenyl",XVIZMMSINIOIQP-UHFFFAOYSA-N,0.042
"2,2',4-trichlorobiphenyl",YKKYCYQDUUXNLN-UHFFFAOYSA-N,0.033
"2,2',5-trichlorobiphenyl",DCMURXAZTZQAFB-UHFFFAOYSA-N,0.039
"2,2',6-trichlorobiphenyl",MVXIJRBBCDLNLX-UHFFFAOYSA-N,0.033
"2,3,3'-trichlorobiphenyl",SXHLTVKPNQVZGL-UHFFFAOYSA-N,0.012
"2,3,4-trichlorobiphenyl",IUYHQGMDSZOPDZ-UHFFFAOYSA-N,0.0043
"2,3,4'-trichlorobiphenyl",ZMHWQAHZKUPENF-UHFFFAOYSA-N,0.034
"2,3,5-trichlorobiphenyl",GBUCDGDROYMOAN-UHFFFAOYSA-N,0.015
"2,3,6-trichlorobiphenyl",LVROLHVSYNLFBE-UHFFFAOYSA-N,0.033
"2,3',4-trichlorobiphenyl",XBBZAULFUPBZSP-UHFFFAOYSA-N,0.033
"2,3',5-trichlorobiphenyl",ONNCPBRWFSKDMQ-UHFFFAOYSA-N,0.035
"2,3',6-trichlorobiphenyl",VQOFJPFYTCHPTR-UHFFFAOYSA-N,0.035
"2,4,4'-trichlorobiphenyl",BZTYNSQSZHARAZ-UHFFFAOYSA-N,0.03
"2,4,5-trichlorobiphenyl",VGVIKVCCUATMNG-UHFFFAOYSA-N,0.031
"2,4,6-trichlorobiphenyl",MTLMVEWEYZFYTH-UHFFFAOYSA-N,0.015
"2,4',5-trichlorobiphenyl",VAHKBZSAUKPEOV-UHFFFAOYSA-N,0.027
"2,4',6-trichlorobiphenyl",IHIDFKLAWYPTKB-UHFFFAOYSA-N,0.012
"2,3',4'-trichlorobiphenyl",RIMXLXBUOQMDHV-UHFFFAOYSA-N,0.036
"2,3',5'-trichlorobiphenyl",GXVMAQACUOSFJF-UHFFFAOYSA-N,0.013
"3,3',4-trichlorobiphenyl",JHBVPKZLIBDTJR-UHFFFAOYSA-N,0.018
"3,3',5-trichlorobiphenyl",RIBGNAJQTOXRDK-UHFFFAOYSA-N,0.058
"3,4,4'-trichlorobiphenyl",YZANRISAORXTHU-UHFFFAOYSA-N,0.099
"3,4,5-trichlorobiphenyl",BSFZSQRJGZHMMV-UHFFFAOYSA-N,0.012
"3,4',5-trichlorobiphenyl",SYSBNFJJSJLZMM-UHFFFAOYSA-N,0.012
"2,2',3,3'-tetrachlorobiphenyl",VTLYHLREPCPDKX-UHFFFAOYSA-N,0.036
"2,2',3,4-tetrachlorobiphenyl",SEWHDNLIHDBVDZ-UHFFFAOYSA-N,0.049
"2,2',3,4'-tetrachlorobiphenyl",ALFHIHDQSYXSGP-UHFFFAOYSA-N,0.028
"2,2',3,5-tetrachlorobiphenyl",NRBNBYFPJCCKTO-UHFFFAOYSA-N,0.013
"2,2',3,5'-tetrachlorobiphenyl",ALDJIKXAHSDLLB-UHFFFAOYSA-N,0.036
"2,2',3,6-tetrachlorobiphenyl",VHGHHZZTMJLTJX-UHFFFAOYSA-N,0.025
"2,2',3,6'-tetrachlorobiphenyl",CUGLICQCTXWQNF-UHFFFAOYSA-N,0.03
"2,2',4,4'-tetrachlorobiphenyl",QORAVNMWUNPXAO-UHFFFAOYSA-N,0.21
"2,2',4,5-tetrachlorobiphenyl",XBTHILIDLBPRPM-UHFFFAOYSA-N,0.027
"2,2',4,5'-tetrachlorobiphenyl",ZWPVHELAQPIZHO-UHFFFAOYSA-N,0.027
"2,2',4,6-tetrachlorobiphenyl",VLLVVZDKBSYMCG-UHFFFAOYSA-N,0.016
"2,2',4,6'-tetrachlorobiphenyl",WVHNUGRFECMVLQ-UHFFFAOYSA-N,0.025
"2,2',5,5'-tetrachlorobiphenyl",HCWZEPKLWVAEOV-UHFFFAOYSA-N,0.035
"2,2',5,6'-tetrachlorobiphenyl",SFTUSTXGTCCSHX-UHFFFAOYSA-N,0.024
"2,2',6,6'-tetrachlorobiphenyl",PXAGFNRKXSYIHU-UHFFFAOYSA-N,0.049
"2,3,3',4-tetrachlorobiphenyl",ZKGSEEWIVLAUNH-UHFFFAOYSA-N,0.0096
"2,3,3',4'-tetrachlorobiphenyl",UNCGJRRROFURDV-UHFFFAOYSA-N,0.038
"2,3,3',5-tetrachlorobiphenyl",DHDBTLFALXRTLB-UHFFFAOYSA-N,0.0089
"2,3,3',5'-tetrachlorobiphenyl",IOPBNBSKOPJKEG-UHFFFAOYSA-N,0.0023
"2,3,3',6-tetrachlorobiphenyl",WZNAMGYIQPAXDH-UHFFFAOYSA-N,0.044
"2,3,4,4'-tetrachlorobiphenyl",XLDBTRJKXLKYTC-UHFFFAOYSA-N,0.061
"2,3,4,5-tetrachlorobiphenyl",HLQDGCWIOSOMDP-UHFFFAOYSA-N,0.049
"2,3,4,6-tetrachlorobiphenyl",HOBRTVXSIVSXIA-UHFFFAOYSA-N,0.047
"2,3,4',5-tetrachlorobiphenyl",CITMYAMXIZQCJD-UHFFFAOYSA-N,0.025
"2,3,4',6-tetrachlorobiphenyl",FXRXQYZZALWWGA-UHFFFAOYSA-N,0.025
"2,3,5,6-tetrachlorobiphenyl",BLAYIQLVUNIICD-UHFFFAOYSA-N,0.0049
"2,3',4,4'-tetrachlorobiphenyl",RKLLTEAEZIJBAU-UHFFFAOYSA-N,0.027
"2,3',4,5-tetrachlorobiphenyl",LQEGJNOKOZHBBZ-UHFFFAOYSA-N,0.099
"2,3',4,5'-tetrachlorobiphenyl",KTTXLLZIBIDUCR-UHFFFAOYSA-N,0.0072
"2,3',4,6-tetrachlorobiphenyl",CKUBKYSLNCKBOI-UHFFFAOYSA-N,0.019
"2,3',4',5-tetrachlorobiphenyl",KENZYIHFBRWMOD-UHFFFAOYSA-N,0.033
"2,3',4',6-tetrachlorobiphenyl",WYVBETQIUHPLFO-UHFFFAOYSA-N,0.018
"2,3',5,5'-tetrachlorobiphenyl",WBTMFEPLVQOWFI-UHFFFAOYSA-N,0.004
"2,3',5',6-tetrachlorobiphenyl",HDULUCZRGGWTMZ-UHFFFAOYSA-N,0.0064
"2,4,4',5-tetrachlorobiphenyl",TULCXSBAPHCWCF-UHFFFAOYSA-N,0.026
"2,4,4',6-tetrachlorobiphenyl",RZFZBHKDGHISSH-UHFFFAOYSA-N,0.021
"2,3',4',5'-tetrachlorobiphenyl",QILUYCYPNYWMIL-UHFFFAOYSA-N,0.077
"3,3',4,4'-tetrachlorobiphenyl",UQMGJOKDKOLIDP-UHFFFAOYSA-N,0.031
"3,3',4,5-tetrachlorobiphenyl",SXFLURRQRFKBNN-UHFFFAOYSA-N,0.0051
"3,3',4,5'-tetrachlorobiphenyl",QLCTXEMDCZGPCG-UHFFFAOYSA-N,0.0038
"3,3',5,5'-tetrachlorobiphenyl",UTMWFJSRHLYRPY-UHFFFAOYSA-N,0.00094
"3,4,4',5-tetrachlorobiphenyl",BHWVLZJTVIYLIV-UHFFFAOYSA-N,0.088
"2,2',3,3',4-pentachlorobiphenyl",AUGNBQPSMWGAJE-UHFFFAOYSA-N,0.027
"2,2',3,3',5-pentachlorobiphenyl",SUBRHHYLRGOTHL-UHFFFAOYSA-N,0.023
"2,2',3,3',6-pentachlorobiphenyl",QVWUJLANSDKRAH-UHFFFAOYSA-N,0.057
"2,2',3,4,4'-pentachlorobiphenyl",LACXVZHAJMVESG-UHFFFAOYSA-N,0.023
"2,2',3,4,5-pentachlorobiphenyl",AIURIRUDHVDRFQ-UHFFFAOYSA-N,0.0089
"2,2',3,4,5'-pentachlorobiphenyl",OPKYDBFRKPQCBS-UHFFFAOYSA-N,0.027
"2,2',3,4,6-pentachlorobiphenyl",QGDKRLQRLFUJPP-UHFFFAOYSA-N,0.0096
"2,2',3,4,6'-pentachlorobiphenyl",GLOOIONSKMZYQZ-UHFFFAOYSA-N,0.022
"2,2',3,4',5-pentachlorobiphenyl",SUOAMBOBSWRMNQ-UHFFFAOYSA-N,0.021
"2,2',3,4',6-pentachlorobiphenyl",CXKIGWXPPVZSQK-UHFFFAOYSA-N,0.019
"2,2',3,5,5'-pentachlorobiphenyl",CRCBRZBVCDKPGA-UHFFFAOYSA-N,0.022
"2,2',3,5,6-pentachlorobiphenyl",BMXRLHMJGHJGLR-UHFFFAOYSA-N,0.0041
"2,2',3,5,6'-pentachlorobiphenyl",FJUVPPYNSDTRQV-UHFFFAOYSA-N,0.0045
"2,2',3,5',6-pentachlorobiphenyl",GXNNLIMMEXHBKV-UHFFFAOYSA-N,0.021
"2,2',3,6,6'-pentachlorobiphenyl",QQFGAXUIQVKBKU-UHFFFAOYSA-N,0.00087
"2,2',3,4',5'-pentachlorobiphenyl",JTUSORDQZVOEAZ-UHFFFAOYSA-N,0.023
"2,2',3,4',6'-pentachlorobiphenyl",GOFFZTAPOOICFT-UHFFFAOYSA-N,0.0055
"2,2',4,4',5-pentachlorobiphenyl",LMQJBFRGXHMNOX-UHFFFAOYSA-N,0.022
"2,2',4,4',6-pentachlorobiphenyl",RKUAZJIXKHPFRK-UHFFFAOYSA-N,0.0097
"2,2',4,5,5'-pentachlorobiphenyl",LAHWLEDBADHJGA-UHFFFAOYSA-N,0.032
"2,2',4,5,6'-pentachlorobiphenyl",BWWVXHRLMPBDCK-UHFFFAOYSA-N,0.11
"2,2',4,5',6-pentachlorobiphenyl",PQHZWWBJPCNNGI-UHFFFAOYSA-N,0.0081
"2,2',4,6,6'-pentachlorobiphenyl",MTCPZNVSDFCBBE-UHFFFAOYSA-N,0.015
"2,3,3',4,4'-pentachlorobiphenyl",WIDHRBRBACOVOY-UHFFFAOYSA-N,0.03
"2,3,3',4,5-pentachlorobiphenyl",BQENMISTWGTJIJ-UHFFFAOYSA-N,0.013
"2,3,3',4',5-pentachlorobiphenyl",PVYBHVJTMRRXLG-UHFFFAOYSA-N,0.043
"2,3,3',4,5'-pentachlorobiphenyl",MPCDNZSLJWJDNW-UHFFFAOYSA-N,0.0041
"2,3,3',4,6-pentachlorobiphenyl",XGQBSVVYMVILEL-UHFFFAOYSA-N,0.015
"2,3,3',4',6-pentachlorobiphenyl",ARXHIJMGSIYYRZ-UHFFFAOYSA-N,0.023
"2,3,3',5,5'-pentachlorobiphenyl",QMUDLTGWHILKHH-UHFFFAOYSA-N,0.0065
"2,3,3',5,6-pentachlorobiphenyl",NTKSJAPQYKCFPP-UHFFFAOYSA-N,0.0078
"2,3,3',5',6-pentachlorobiphenyl",YDGFMDPEJCJZEV-UHFFFAOYSA-N,0.015
"2,3,4,4',5-pentachlorobiphenyl",SXZSFWHOSHAKMN-UHFFFAOYSA-N,0.053
"2,3,4,4',6-pentachlorobiphenyl",IOVARPVVZDOPGQ-UHFFFAOYSA-N,0.026
"2,3,4,5,6-pentachlorobiphenyl",GGMPTLAAIUQMIE-UHFFFAOYSA-N,0.0043
"2,3,4',5,6-pentachlorobiphenyl",ZDDZPDTVCZLFFC-UHFFFAOYSA-N,0.0015
"2,3',4,4',5-pentachlorobiphenyl",IUTPYMGCWINGEY-UHFFFAOYSA-N,0.031
"2,3',4,4',6-pentachlorobiphenyl",OAEQTHQGPZKTQP-UHFFFAOYSA-N,0.015
"2,3',4,5,5'-pentachlorobiphenyl",ZLGYJAIAVPVCNF-UHFFFAOYSA-N,0.18
"2,3',4,5',6-pentachlorobiphenyl",XBVSGJGMWSKAKL-UHFFFAOYSA-N,0.0085
"2,3,3',4',5'-pentachlorobiphenyl",GWOWBISZHLPYEK-UHFFFAOYSA-N,0.16
"2,3',4,4',5'-pentachlorobiphenyl",YAHNWSSFXMVPOU-UHFFFAOYSA-N,0.046
"2,3',4',5,5'-pentachlorobiphenyl",PIVBPZFQXKMHBD-UHFFFAOYSA-N,0.19
"2,3',4',5',6-pentachlorobiphenyl",WAZUWHGJMMZVHH-UHFFFAOYSA-N,0.0023
"3,3',4,4',5-pentachlorobiphenyl",REHONNLQRWTIFF-UHFFFAOYSA-N,0.1
"3,3',4,5,5'-pentachlorobiphenyl",MXVAYAXIPRGORY-UHFFFAOYSA-N,0.0022
"2,2',3,3',4,4'-hexachlorobiphenyl",BTAGRXWGMYTPBY-UHFFFAOYSA-N,0.028
"2,2',3,3',4,5-hexachlorobiphenyl",VQQKIXKPMJTUMP-UHFFFAOYSA-N,0.34
"2,2',3,3',4,5'-hexachlorobiphenyl",YFSLABAYQDPWPF-UHFFFAOYSA-N,0.27
"2,2',3,3',4,6-hexachlorobiphenyl",WDLTVNWWEZJMPF-UHFFFAOYSA-N,0.15
"2,2',3,3',4,6'-hexachlorobiphenyl",OKBJVIVEFXPEOU-UHFFFAOYSA-N,0.04
"2,2',3,3',5,5'-hexachlorobiphenyl",AJKLKINFZLWHQE-UHFFFAOYSA-N,0.0041
"2,2',3,3',5,6-hexachlorobiphenyl",RVWLHPJFOKUPNM-UHFFFAOYSA-N,0.012
"2,2',3,3',5,6'-hexachlorobiphenyl",UUTNFLRSJBQQJM-UHFFFAOYSA-N,0.015
"2,2',3,3',6,6'-hexachlorobiphenyl",FZFUUSROAHKTTF-UHFFFAOYSA-N,0.009
"2,2',3,4,4',5-hexachlorobiphenyl",CKLLRBPBZLTGDJ-UHFFFAOYSA-N,0.045
"2,2',3,4,4',5'-hexachlorobiphenyl",RPUMZMSNLZHIGZ-UHFFFAOYSA-N,0.025
"2,2',3,4,4',6-hexachlorobiphenyl",SPOPSCCFZQFGDL-UHFFFAOYSA-N,0.014
"2,2',3,4,4',6'-hexachlorobiphenyl",XBBRGUHRZBZMPP-UHFFFAOYSA-N,0.017
"2,2',3,4,5,5'-hexachlorobiphenyl",UCLKLGIYGBLTSM-UHFFFAOYSA-N,0.02
"2,2',3,4,5,6-hexachlorobiphenyl",RUEIBQJFGMERJD-UHFFFAOYSA-N,0.004
"2,2',3,4,5,6'-hexachlorobiphenyl",UQPQKLGBEKEZBV-UHFFFAOYSA-N,0.0065
"2,2',3,4,5',6-hexachlorobiphenyl",CXXRQFOKRZJAJA-UHFFFAOYSA-N,0.07
"2,2',3,4,6,6'-hexachlorobiphenyl",JZFZCLFEPXCRCA-UHFFFAOYSA-N,0.0015
"2,2',3,4',5,5'-hexachlorobiphenyl",BQHCQAQLTCQFJZ-UHFFFAOYSA-N,0.017
"2,2',3,4',5,6-hexachlorobiphenyl",AQONCPKMJSBHQT-UHFFFAOYSA-N,0.19
"2,2',3,4',5,6'-hexachlorobiphenyl",CTVRBEKNQHJPLX-UHFFFAOYSA-N,0.012
"2,2',3,4',5',6-hexachlorobiphenyl",LKHLFUVHHXCNJH-UHFFFAOYSA-N,0.015
"2,2',3,4',6,6'-hexachlorobiphenyl",RPPNJBZNXQNKNM-UHFFFAOYSA-N,0.0065
"2,2',3,5,5',6-hexachlorobiphenyl",UHCLFIWDCYOTOL-UHFFFAOYSA-N,0.014
"2,2',3,5,6,6'-hexachlorobiphenyl",CLODVDBWNVQLGO-UHFFFAOYSA-N,0.0013
"2,2',4,4',5,5'-hexachlorobiphenyl",MVWHGTYKUMDIHL-UHFFFAOYSA-N,0.04
"2,2',4,4',5,6'-hexachlorobiphenyl",QXZHEJWDLVUFFB-UHFFFAOYSA-N,0.013
"2,2',4,4',6,6'-hexachlorobiphenyl",ICOAEPDGFWLUTI-UHFFFAOYSA-N,0.013
"2,3,3',4,4',5-hexachlorobiphenyl",LCXMEXLGMKFLQO-UHFFFAOYSA-N,0.068
"2,3,3',4,4',5'-hexachlorobiphenyl",YTWXDQVNPCIEOX-UHFFFAOYSA-N,0.06
"2,3,3',4,4',6-hexachlorobiphenyl",ZQUPQXINXTWCQR-UHFFFAOYSA-N,0.021
"2,3,3',4,5,5'-hexachlorobiphenyl",YZKLGRAIIIGOHB-UHFFFAOYSA-N,0.49
"2,3,3',4,5,6-hexachlorobiphenyl",JHJMZCXLJXRCHK-UHFFFAOYSA-N,0.49
"2,3,3',4,5',6-hexachlorobiphenyl",UNPTZXSJGZTGJJ-UHFFFAOYSA-N,0.0092
"2,3,3',4',5,5'-hexachlorobiphenyl",AHZUOPSGLWYCNF-UHFFFAOYSA-N,0.0037
"2,3,3',4',5,6-hexachlorobiphenyl",ZAGRQXMWMRUYRB-UHFFFAOYSA-N,0.021
"2,3,3',4',5',6-hexachlorobiphenyl",HAZQOLYHFUUJJN-UHFFFAOYSA-N,0.0095
"2,3,3',5,5',6-hexachlorobiphenyl",ZEATXTCWXKQPHO-UHFFFAOYSA-N,0.34
"2,3,4,4',5,6-hexachlorobiphenyl",BTOCFTAWZMMTNB-UHFFFAOYSA-N,0.0035
"2,3',4,4',5,5'-hexachlorobiphenyl",AZXHAWRMEPZSSV-UHFFFAOYSA-N,0.078
"2,3',4,4',5',6-hexachlorobiphenyl",PITHIPNORFGJPI-UHFFFAOYSA-N,0.011
"3,3',4,4',5,5'-hexachlorobiphenyl",ZHLICBPIXDOFFG-UHFFFAOYSA-N,0.081
"2,2',3,3',4,4',5-heptachlorobiphenyl",RMPWIIKNWPVWNG-UHFFFAOYSA-N,0.048
"2,2',3,3',4,4',6-heptachlorobiphenyl",TZMHVHLTPWKZCI-UHFFFAOYSA-N,0.013
"2,2',3,3',4,5,5'-heptachlorobiphenyl",HOPMUCXYRNOABF-UHFFFAOYSA-N,0.76
"2,2',3,3',4,5,6-heptachlorobiphenyl",PAYFWJAKKLILIT-UHFFFAOYSA-N,0.7
"2,2',3,3',4,5,6'-heptachlorobiphenyl",ZDLMBNHYTPHDLF-UHFFFAOYSA-N,0.022
"2,2',3,3',4,5',6-heptachlorobiphenyl",KJBDZJFSYQUNJT-UHFFFAOYSA-N,0.01
"2,2',3,3',4,6,6'-heptachlorobiphenyl",HGMYRFJAJNYBRX-UHFFFAOYSA-N,0.11
"2,2',3,3',4,5',6'-heptachlorobiphenyl",CXOYNJAHPUASHN-UHFFFAOYSA-N,0.021
"2,2',3,3',5,5',6-heptachlorobiphenyl",WCIBKXHMIXUQHK-UHFFFAOYSA-N,0.015
"2,2',3,3',5,6,6'-heptachlorobiphenyl",XYHVYEUZLSYHDP-UHFFFAOYSA-N,0.41
"2,2',3,4,4',5,5'-heptachlorobiphenyl",WBHQEUPUMONIKF-UHFFFAOYSA-N,0.17
"2,2',3,4,4',5,6-heptachlorobiphenyl",DJEUXBQAKBLKPO-UHFFFAOYSA-N,0.012
"2,2',3,4,4',5,6'-heptachlorobiphenyl",RXRLRYZUMSYVLS-UHFFFAOYSA-N,0.017
"2,2',3,4,4',5',6-heptachlorobiphenyl",KQBFUDNJKCZEDQ-UHFFFAOYSA-N,0.017
"2,2',3,4,4',6,6'-heptachlorobiphenyl",OBIUJJSQKPGKME-UHFFFAOYSA-N,0.0081
"2,2',3,4,5,5',6-heptachlorobiphenyl",PYZHTHZEHQHHEN-UHFFFAOYSA-N,0.62
"2,2',3,4,5,6,6'-heptachlorobiphenyl",FGDPOTMRBQHPJK-UHFFFAOYSA-N,0.00096
