Species,InChIKey,Hcp
4-methyl-2-nitroanisole,LGNMURXRPLMVJI-UHFFFAOYSA-N,7.2
1-(1-methylethyl)-4-nitrobenzene,JXMYUMNAEKRMIP-UHFFFAOYSA-N,0.24
"2-(1-methylpropyl)-4,6-dinitrophenol",OWZPCEFYPSAJFR-UHFFFAOYSA-N,2.2
1-nitronaphthalene,RJKGJBPXVHTNJL-UHFFFAOYSA-N,5.6
dinoterb,IIPZYDQGBIWLBU-UHFFFAOYSA-N,0.93
4-(1-methylpropyl)-2-nitrophenol,GCDCKEORRIGZKI-UHFFFAOYSA-N,0.1
musk ambrette (artificial),SUAUILGSCPYJCS-UHFFFAOYSA-N,14.0
bis($p$-nitrophenyl) ether,MWAGUKZCDDRDCS-UHFFFAOYSA-N,5400.0
4-nitro-N-phenylbenzenamine,XXYMSQQCBUKFHE-UHFFFAOYSA-N,2400.0
"2-cyclohexyl-4,6-dinitrophenol",QJYHUJAGJUHXJN-UHFFFAOYSA-N,180.0
dipicrylamine,CBCIHIVRDWLAME-UHFFFAOYSA-N,430000000000.0
"1,2-dihydro-5-nitroacenaphthylene",CUARLQDWYSRQDF-UHFFFAOYSA-N,9.0
"4-nitro-1,1'-biphenyl",BAJQRLZAPXASRD-UHFFFAOYSA-N,2.8
2-nitro-9H-fluorene,XFOHWECQTFIEIX-UHFFFAOYSA-N,34.0
"5-{\it tert}-butyl-4,6-dinitro-1,2,3-trimethylbenzene",MINYPECWDZURGR-UHFFFAOYSA-N,34.0
penoxaline,CHIFOSRWCNZCFN-UHFFFAOYSA-N,12.0
"2,6-dinitro-4-octylphenol",NYGISSDEOKKXOE-UHFFFAOYSA-N,16000.0
musk ketone,WXCMHFPAUCOJIG-UHFFFAOYSA-N,3.0
moskene,UHWURQRPEIFIAK-UHFFFAOYSA-N,48.0
9-ethyl-3-nitrocarbazole,WONHLSYSHMRRGO-UHFFFAOYSA-N,330.0
"1-[(2,4-dinitrophenyl)azo]-2-naphthol",HBHZKFOUIUMKHV-UHFFFAOYSA-N,1100000000.0
"3,7-dinitrofluoranthene",WAAHHGKGQYVTNS-UHFFFAOYSA-N,49000.0
"1,6-dinitropyrene",GUXACCKTQWVTLG-UHFFFAOYSA-N,76000.0
"1,8-dinitropyrene",BLYXNIHKOMELAP-UHFFFAOYSA-N,76000.0
1-nitropyrene,ALRLPDGCPYIVHP-UHFFFAOYSA-N,390.0
4-nitropyrene,UISKIUIWPSPSAV-UHFFFAOYSA-N,390.0
1-[(4-methyl-2-nitrophenyl)azo]-2-naphthalenol,ZLFVRXUOSPRRKQ-UHFFFAOYSA-N,8200000.0
phenyl 1-hydroxy-4-nitro-2-naphthoate,DMPUGHYNLCGVPX-UHFFFAOYSA-N,15000.0
6-nitrochrysene,UAWLTQJFZUYROA-UHFFFAOYSA-N,660.0
1-nitrobenzo[$a$]pyrene,ICKISBPYFVBVQG-UHFFFAOYSA-N,3100.0
3-nitrobenzo[$a$]pyrene,CQIJHYPCKYZMIV-UHFFFAOYSA-N,3100.0
6-nitrobenzo[$a$]pyrene,NMMAFYSZGOFZCM-UHFFFAOYSA-N,3100.0
fluoromethane,NBVXSUQYWXRMNV-UHFFFAOYSA-N,0.00061
difluoromethane,RWRIWBAIICGTTQ-UHFFFAOYSA-N,0.00069
trifluoromethane,XPDWGBQVDMORPB-UHFFFAOYSA-N,0.00013
tetrafluoromethane,TXEYQDLBPFQVAA-UHFFFAOYSA-N,2.1e-06
fluoroethane,UHCBBWUQDAVSMS-UHFFFAOYSA-N,0.00048
"1,1-difluoroethane",NPNPZTNLOVBDOC-UHFFFAOYSA-N,0.00053
"1,1,1,2-tetrafluoroethane",LVGUZGTVOIAKKC-UHFFFAOYSA-N,0.00018
pentafluoroethane,GTLACDSXYULKMZ-UHFFFAOYSA-N,3.5e-05
hexafluoroethane,WMIYKQLTONQJES-UHFFFAOYSA-N,6.5e-07
1-fluoropropane,JRHNUZCXXOTJCA-UHFFFAOYSA-N,0.00057
2-fluoropropane,PRNZBCYBKGCOFI-UHFFFAOYSA-N,0.00025
"1,1,1,2,2-pentafluoropropane",FDOPVENYMZRARC-UHFFFAOYSA-N,0.3
"1,1,1,3,3,3-hexafluoropropane",NSGXIBWMJZWTPY-UHFFFAOYSA-N,1.2e-06
"1,1,1,2,3,3,3-heptafluoropropane",YFMFNYKEUDLDTL-UHFFFAOYSA-N,1.4e-05
octafluoropropane,QYSGYZVSCZSLHT-UHFFFAOYSA-N,1.2e-07
octafluorocyclobutane,BCCOBQSFUDVTJQ-UHFFFAOYSA-N,1.3e-06
dodecafluoropentane,NJCBUSHGCBERSK-UHFFFAOYSA-N,6.1e-06
fluorocyclohexane,GOBGVVAHHOUMDK-UHFFFAOYSA-N,0.0013
1-fluoroheptane,BITLXSQYFZTQGC-UHFFFAOYSA-N,0.00027
hexadecafluoroheptane,LGUZHRODIJCVOC-UHFFFAOYSA-N,1.9e-07
1-fluorooctane,DHIVLKMGKIZOHF-UHFFFAOYSA-N,0.00015
eicosafluorononane,UVWPNDVAQBNQBG-UHFFFAOYSA-N,4.5e-09
perfluoroundecane,VCIVYCHKSHULON-UHFFFAOYSA-N,1.3e-13
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-henicosafluorododecane",HUPGRQWHZOWFPQ-UHFFFAOYSA-N,5.1e-10
"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorotetradecane",WRYIIOKOQSICTB-UHFFFAOYSA-N,6.4e-07
"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoroicosane",BREOHRVZEZMFOB-UHFFFAOYSA-N,2.5e-07
"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorodocosane",ZKYMFADZZFTYJH-UHFFFAOYSA-N,2e-07
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluorotetracosane",FTECWCULPOFDJS-UHFFFAOYSA-N,4e-09
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-henicosafluorohexacosane",LZENXKBSJNMIKY-UHFFFAOYSA-N,3.2e-11
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,\+10,10,11,11,12,12-pentacosafluorohexacosane",inchikey,1.6e-13
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,\+10,10,11,11,12,12-pentacosafluorooctacosane",CZCMNCOQMXNFTL-UHFFFAOYSA-N,8e-14
"1,1-difluoroethene",BQCIDUSAKPWEOX-UHFFFAOYSA-N,2.5e-05
tetrafluoroethene,BFKJFAAPBSQJPD-UHFFFAOYSA-N,1.6e-05
hexafluoropropene,HCDGVLDPFQMKDK-UHFFFAOYSA-N,2.9e-06
(perfluorobutyl)ethene,GVEUEBXMTMZVSD-UHFFFAOYSA-N,9e-08
(perfluorohexyl)ethene,FYQFWFHDPNXORA-UHFFFAOYSA-N,5.3e-07
(perfluorooctyl)ethene,NKAMGQZDVMQEJL-UHFFFAOYSA-N,1.4e-07
(perfluorodecyl)ethene,UCHSAVGOZUCXHC-UHFFFAOYSA-N,3.3e-08
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,\+10,10,11,11,12,12-pentacosafluorooctacos-13-ene",LBVDHZOJOFOXJM-FOCLMDBBSA-N,8e-11
fluorobenzene,PYLWMHQQBFSUBP-UHFFFAOYSA-N,0.0016
"1,2-difluorobenzene",GOYDNIKZWGIXJT-UHFFFAOYSA-N,0.0012
"1,3-difluorobenzene",UEMGWPRHOOEKTA-UHFFFAOYSA-N,0.0013
"1,4-difluorobenzene",QUGUFLJIAFISSW-UHFFFAOYSA-N,0.0016
"1,2,3,5-tetrafluorobenzene",UHHYOKRQTQBKSB-UHFFFAOYSA-N,0.0005
"1,2,4,5-tetrafluorobenzene",SDXUIOOHCIQXRP-UHFFFAOYSA-N,0.0007
pentafluorobenzene,WACNXHCZHTVBJM-UHFFFAOYSA-N,0.00075
hexafluorobenzene,ZQBFAOFFOQMSGJ-UHFFFAOYSA-N,0.00055
(trifluoromethyl)-benzene,GETTZEONDQJALK-UHFFFAOYSA-N,0.00058
decafluorobiphenyl,ONUFSRWQCKNVSL-UHFFFAOYSA-N,0.0067
carbonyl fluoride,IYRWEQXVUNLMAY-UHFFFAOYSA-N,0.35
formyl fluoride,NHGVZTMBVDFPHJ-UHFFFAOYSA-N,0.03
2-fluoroethanol,GGDYAKVUZMZKRV-UHFFFAOYSA-N,1.4
"2,2,2-trifluoroethanol",RHQDFWAXVIIEBN-UHFFFAOYSA-N,0.47
"1,1,1-trifluoro-2-propanol",GILIYJDBJZWGBG-UHFFFAOYSA-N,0.45
"2,2,3,3-tetrafluoro-1-propanol",NBUKAOOFKZFCGD-UHFFFAOYSA-N,1.4
"2,2,3,3,3-pentafluoro-1-propanol",PSQZJKGXDGNDFP-UHFFFAOYSA-N,0.14
"1,1,1,3,3,3-hexafluoro-2-propanol",BYEAHWXPCBROCE-UHFFFAOYSA-N,0.24
trifluoroacetylfluoride,DCEPGADSNJKOJK-UHFFFAOYSA-N,0.03
"1,1,1-trifluoro-2-propanone",FHUDAMLDXFJHJE-UHFFFAOYSA-N,1.4
fluoroethanoic acid,QEWYKACRFQMRMB-UHFFFAOYSA-N,800.0
difluoroethanoic acid,PBWZKZYHONABLN-UHFFFAOYSA-N,300.0
trifluoroethanoic acid,DTQVDTLACAAQTR-UHFFFAOYSA-N,89.0
perfluorohexanoic acid,PXUULQAPEKKVAH-UHFFFAOYSA-N,0.44
perfluoroheptanoic acid,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,0.00057
pentadecafluorooctanoic acid,SNGREZUHAYWORS-UHFFFAOYSA-N,0.049
perfluorononanoic acid,UZUFPBIDKMEQEQ-UHFFFAOYSA-N,0.043
perfluorodecanoic acid,PCIUEQPBYFRTEM-UHFFFAOYSA-N,0.025
perfluoroundecanoic acid,SIDINRCMMRKXGQ-UHFFFAOYSA-N,0.013
perfluorododecanoic acid,CXGONMQFMIYUJR-UHFFFAOYSA-N,0.0064
perfluorotetradecanoic acid,RUDINRUXCKIXAJ-UHFFFAOYSA-N,0.0016
"ethyl 2,2,2-trifluoroethyl ether",ZKNHDJMXIUOHLX-UHFFFAOYSA-N,0.00072
"(2,2,2-trifluoroethoxy)-ethene",DLEGDLSLRSOURQ-UHFFFAOYSA-N,0.00054
"2,2,2-trifluoroethyl methanoate",CAFROQYMUICGNO-UHFFFAOYSA-N,0.0054
"2,2,2-trifluoroethyl ethanoate",ZOWSJJBOQDKOHI-UHFFFAOYSA-N,0.0055
"trifluoroethanoic acid, methyl ester",VMVNZNXAVJHNDJ-UHFFFAOYSA-N,0.0011
"trifluoroethanoic acid, ethyl ester",STSCVKRWJPWALQ-UHFFFAOYSA-N,0.00089
trifluoro(trifluoromethyl)-oxirane,PGFXOWRDDHCDTE-UHFFFAOYSA-N,8.8e-06
heptafluorobutanoic acid,YPJUNDFVDDCYIH-UHFFFAOYSA-N,0.082
"3,3,4,4,4-pentafluorobutan-1-ol",JPMHUDBOKDBBLG-UHFFFAOYSA-N,0.051
"1,1,1,2,2,3,4,5,5,5-decafluoropentane",RIQRGMUSBYGDBL-UHFFFAOYSA-N,4.4e-08
"1,1,1,2,2,3,3,4,4-nonafluoro-4-methoxybutane",OKIYQFLILPKULA-UHFFFAOYSA-N,9.9e-06
"1-ethoxy-1,1,2,3,3,3-hexafluoro-2-(trifluoromethyl)propane",SQEGLLMNIBLLNQ-UHFFFAOYSA-N,7.5e-06
"1H,1H,2H,2H-perfluorohexan-1-ol",JCMNMOBHVPONLD-UHFFFAOYSA-N,0.0066
"1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluorobutane",DFUYAWQUODQGFF-UHFFFAOYSA-N,7.5e-06
"1H,1H,2H,2H-perfluorooctan-1-ol",GRJRKPMIRMSBNK-UHFFFAOYSA-N,0.00017
"methyl perfluoro(8-(fluoroformyl)-5-methyl-4,7-dioxanonanoate)",JOMJXRTUQWIHQD-UHFFFAOYSA-N,0.058
"3,3,4,4,5,5,6,6,6-nonafluorohexyl methacrylate",TYNRPOFACABVSI-UHFFFAOYSA-N,3.4e-05
"1H,1H,2H,2H-perfluorodecan-1-ol",JJUBFBTUBACDHW-UHFFFAOYSA-N,0.0002
"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl acrylate",VPKQPPJQTZJZDB-UHFFFAOYSA-N,1.9e-06
2-(perfluorohexyl)ethyl methacrylate,CDXFIRXEAJABAZ-UHFFFAOYSA-N,1.2e-06
"1,1,2,2-tetrahydroperfluoro dodecanol",FLXYIZWPNQYPIT-UHFFFAOYSA-N,0.00013
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl acrylate",QUKRIOLKOHUUBM-UHFFFAOYSA-N,7e-08
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl methacrylate",HBZFBSFGXQBQTB-UHFFFAOYSA-N,4.4e-08
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,\+10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecan-1-ol",QBBJBWKVSJWYQK-UHFFFAOYSA-N,3.1e-09
2-(perfluorodecyl)ethyl acrylate,FIAHOPQKBBASOY-UHFFFAOYSA-N,2.5e-09
"1,1,2,2-tetrahydroperfluoro-1-hexadecanol",ZDUOTHMDVYXZBS-UHFFFAOYSA-N,1.1e-10
2-(perfluorodecyl)ethyl methacrylate,FQHLOOOXLDQLPF-UHFFFAOYSA-N,1.6e-09
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,\+10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecyl prop-2-enoate",SWTZSHBOMGAQKX-UHFFFAOYSA-N,9e-11
2-perfluorododecylethyl methacrylate,LFEGLDRNIDJMKB-UHFFFAOYSA-N,5.8e-11
"1,1,2,2-tetrahydroperfluoro-1-octadecanol",UYSGWTCETIRUHO-UHFFFAOYSA-N,4.1e-12
"1,1,2,2-tetrahydroperfluorohexadecyl acrylate",KLOHTAIHCCMZIL-UHFFFAOYSA-N,3.3e-12
"1,1,2,2-tetrahydroperfluoroeicosyl alcohol",FDCQNVKWWMNRQN-UHFFFAOYSA-N,1.5e-13
2-hydroxyfluorobenzene,HFHFGHLXUCOHLN-UHFFFAOYSA-N,3.1
4-hydroxyfluorobenzene,RHMPLDJJXGPMEX-UHFFFAOYSA-N,14.0
3-fluorophenol,SJTBRFHBXDZMPS-UHFFFAOYSA-N,9.0
"2,6-difluorophenol",CKKOVFGIBXCEIJ-UHFFFAOYSA-N,0.7
"4,4'-(hexafluoroisopropylidene)diphenol",ZFVMWEVVKGLCIJ-UHFFFAOYSA-N,17000.0
perfluorotributylamine,RVZRBWKZFJCCIB-UHFFFAOYSA-N,1.8e-10
tris(undecafluoropentyl)amine,AQZYBQIAUSKCCS-UHFFFAOYSA-N,1.2e-12
2-fluoroacetamide,FVTWJXMFYOXOKK-UHFFFAOYSA-N,440.0
5-fluorouracil,GHASVSINZRGABV-UHFFFAOYSA-N,58000.0
"1-fluoro-2,4-dinitrobenzene",LOTKRQAVGJMPNV-UHFFFAOYSA-N,100.0
5-fluoro-2-nitrophenol,QQURWFRNETXFTN-UHFFFAOYSA-N,0.5
4-nitro-3-(trifluoromethyl)phenol,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,520.0
1-nitro-3-(trifluoromethyl)benzene,WHNAMGUAXHGCHH-UHFFFAOYSA-N,0.053
1-isocyanato-3-(trifluoromethyl)-benzene,SXJYSIBLFGQAND-UHFFFAOYSA-N,0.0048
flonicamid,RLQJEEJISHYWON-UHFFFAOYSA-N,24000000.0
trifluridine,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,100000000000.0
"N-(4-amino-2-hydroxyphenyl)-2,2,3,3,4,4,4-heptafluorobutanamide",STPOJASQXPXVMS-UHFFFAOYSA-N,200000000.0
fluometuron,RZILCCPWPBTYDO-UHFFFAOYSA-N,5800.0
dinitramine,OFDYMSKSGFSLLM-UHFFFAOYSA-N,7.1
5-methyl-N-[4-(trifluoromethyl)phenyl]-4-isoxazolecarboxamide,VHOGYURTWQBHIL-UHFFFAOYSA-N,80000.0
fluconazole,RFHAOTPXVQNOHP-UHFFFAOYSA-N,99000000.0
ethalfluralin,PTFJIKYUEPWBMS-UHFFFAOYSA-N,0.076
benfluralin,SMDHCQAYESWHAE-UHFFFAOYSA-N,0.034
trifluralin,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,0.095
fluorodifen,HHMCAJWVGYGUEF-UHFFFAOYSA-N,650.0
profluralin,ITVQAKZNYJEWKS-UHFFFAOYSA-N,0.034
flumequine,DPSPPJIUMHPXMA-UHFFFAOYSA-N,37000000.0
flunitrazepam,PPTYJKAXVCCBDU-UHFFFAOYSA-N,430000.0
fluazifop-butyl,VAIZTNZGPYBOGF-UHFFFAOYSA-N,47.0
flumioxazin,FOUWCSDKDDHKQP-UHFFFAOYSA-N,16.0
fluridone,YWBVHLJPRPCRSD-UHFFFAOYSA-N,2800.0
cyhalofop-butyl,TYIYMOAHACZAMQ-CQSZACIVSA-N,1000.0
raltegravir,CZFFBEXEKNGXKS-UHFFFAOYSA-N,1.1e+17
fluacrypyrim,MXWAGQASUDSFBG-RVDMUPIBSA-N,300.0
trifloxystrobin,ONCZDRURRATYFI-UHFFFAOYSA-N,430.0
etoxazole,IXSZQYVWNJNRAL-UHFFFAOYSA-N,99.0
droperidol,RMEDXOLNCUSCGS-UHFFFAOYSA-N,370000000000.0
paliperidone,PMXMIIMHBWHSKN-UHFFFAOYSA-N,1200000000000000.0
risperidone,RAPZEAPATHNIPO-UHFFFAOYSA-N,45000000000.0
ezetimibe,OLNTVTPDXPETLC-XPWALMASSA-N,2200000000000.0
cerivastatin,SEERZIQQUAZTOL-ANMDKAQQSA-N,17000000000000.0
"flucythrinate, isomer 1",GBIHOLCMZGAKNG-UHFFFAOYSA-N,110.0
PFBHA-methanal,inchikey,0.016
PFBHA-ethanal,inchikey,0.019
PFBHA-propanone,inchikey,0.011
PFBHA-butanone,inchikey,0.0047
PFBHA-2-pentanone,inchikey,0.0037
PFBHA-hexanal,inchikey,0.0058
PFBHA-octanal,inchikey,0.0079
PFBHA-decanal,inchikey,0.024
PFBHA-propenal,inchikey,0.0095
PFBHA-crotonaldehyde,inchikey,0.0068
PFBHA-benzaldehyde,inchikey,0.005
PFBHA-4-methyl-benzaldehyde,inchikey,0.0066
PFBHA-9-fluorenone,inchikey,0.011
PFBHA-ethanedial,inchikey,0.016
PFBHA-1-hydroxypropanone,inchikey,0.027
PFBHA-3-hydroxy-3-methyl-2-butanone,inchikey,0.012
chloromethane,NEHMKBQYUWJMIP-UHFFFAOYSA-N,0.0013
dichloromethane,YMWUJEATGCHHMB-UHFFFAOYSA-N,0.0036
dichloromethane-d2,YMWUJEATGCHHMB-DICFDUPASA-N,0.0038
trichloromethane,HEDRZPFGACZZDS-UHFFFAOYSA-N,0.0025
tetrachloromethane,VZGDMQKNWNREIO-UHFFFAOYSA-N,0.00034
chloroethane,HRYZWHHZPQKTII-UHFFFAOYSA-N,0.00083
"1,1-dichloroethane",SCYULBFZEHDVBN-UHFFFAOYSA-N,0.0017
"1,2-dichloroethane",WSLDOOZREJYCGB-UHFFFAOYSA-N,0.0089
"1,2-dichloroethane-d4",WSLDOOZREJYCGB-LNLMKGTHSA-N,0.0087
"1,1,1-trichloroethane",UOCLXMDMGBRAIB-UHFFFAOYSA-N,0.0006
"1,1,2-trichloroethane",UBOXGVDOUJQMTN-UHFFFAOYSA-N,0.011
"1,1,2-trichloroethane-d3",inchikey,0.013
"1,1,1,2-tetrachloroethane",QVLAWKAXOMEXPM-UHFFFAOYSA-N,0.0042
"1,1,2,2-tetrachloroethane",QPFMBZIOSGYJDE-UHFFFAOYSA-N,0.024
pentachloroethane,BNIXVQGCZULYKV-UHFFFAOYSA-N,0.0045
hexachloroethane,VHHHONWQHHHLTI-UHFFFAOYSA-N,0.0025
1-chloropropane,SNMVRZFUUCLYTO-UHFFFAOYSA-N,0.00069
2-chloropropane,ULYZAYCEDJDHCC-UHFFFAOYSA-N,0.00054
"1,1-dichloropropane",WIHMGGWNMISDNJ-UHFFFAOYSA-N,0.0026
"1,2-dichloropropane",KNKRKFALVUDBJE-UHFFFAOYSA-N,0.0034
"1,2-dichloropropane-d6",inchikey,0.0036
"1,3-dichloropropane",YHRUOJUYPBUZOS-UHFFFAOYSA-N,0.013
"2,2-dichloropropane",ZEOVXNVKXIPWMS-UHFFFAOYSA-N,0.00044
"1,1,1-trichloropropane",AVGQTJUPLKNPQP-UHFFFAOYSA-N,0.0038
"1,1,2-trichloropropane",GRSQYISVQKPZCW-UHFFFAOYSA-N,0.014
"1,2,3-trichloropropane",CFXQEHVMCRXUSD-UHFFFAOYSA-N,0.036
"1,1,2,2,3-pentachloropropane",IYFMQUDCYNWFTL-UHFFFAOYSA-N,0.014
1-chloro-2-methylpropane,QTBFPMKWQKYFLR-UHFFFAOYSA-N,0.0083
2-chloro-2-methylpropane,NBRKLOOSMBRFMH-UHFFFAOYSA-N,0.00022
1-chlorobutane,VFWCMGCRMGJXDK-UHFFFAOYSA-N,0.00067
2-chlorobutane,BSPCSKHALVHRSR-UHFFFAOYSA-N,0.00041
"1,1-dichlorobutane",SEQRDAAUNCRFIT-UHFFFAOYSA-N,0.0013
"1,4-dichlorobutane",KJDRSWPQXHESDQ-UHFFFAOYSA-N,0.02
"2,3-dichlorobutane",RMISVOPUIFJTEO-UHFFFAOYSA-N,0.0025
1-chloropentane,SQCZQTSHSZLZIQ-UHFFFAOYSA-N,0.00042
2-chloropentane,NFRKUDYZEVQXTE-UHFFFAOYSA-N,0.00036
3-chloropentane,CXQSCYIVCSCSES-UHFFFAOYSA-N,0.00038
"1,2-dichloropentane",PPLBPDUKNRCHGG-UHFFFAOYSA-N,0.0048
"1,5-dichloropentane",LBKDGROORAKTLC-UHFFFAOYSA-N,0.018
"2,3-dichloropentane",HVFJQRZGBBKTPL-UHFFFAOYSA-N,0.0029
2-chloro-2-methylbutane,CRNIHJHMEQZAAS-UHFFFAOYSA-N,0.003
1-chlorohexane,MLRVZFYXUZQSRU-UHFFFAOYSA-N,0.00031
2-chlorohexane,GLCIPJOIEVLTPR-UHFFFAOYSA-N,0.0005
3-chlorohexane,BXSMMAVTEURRGG-UHFFFAOYSA-N,0.0005
1-chloroheptane,DZMDPHNGKBEVRE-UHFFFAOYSA-N,0.00025
2-chloroheptane,PTSLUOSUHFGQHV-UHFFFAOYSA-N,0.00039
3-chloroheptane,DMKNOEJJJSHSML-UHFFFAOYSA-N,0.00036
4-chloroheptane,MGSGWAXIEMEWCQ-UHFFFAOYSA-N,0.00036
1-chlorooctane,CNDHHGUSRIZDSL-UHFFFAOYSA-N,0.00019
2-chlorooctane,HKDCIIMOALDWHF-UHFFFAOYSA-N,0.00027
3-(chloromethyl)-heptane,WLVCBAMXYMWGLJ-UHFFFAOYSA-N,0.00045
"1,8-dichlorooctane",WXYMNDFVLNUAIA-UHFFFAOYSA-N,0.0075
1-chlorononane,RKAMCQVGHFRILV-UHFFFAOYSA-N,0.00016
2-chlorononane,DTWJISBCMBWFNY-UHFFFAOYSA-N,0.00027
5-chlorononane,GHLDSOWZIOPMTC-UHFFFAOYSA-N,0.00022
1-chlorodecane,ZTEHOZMYMCEYRM-UHFFFAOYSA-N,0.00016
"1,10-dichlorodecane",RBBNTRDPSVZESY-UHFFFAOYSA-N,0.002
"1,2,9,10-tetrachlorodecane",VXBHNYIEBLRXAW-UHFFFAOYSA-N,0.056
pentachlorodecane isomers,AMKBEJYNNQNKGD-UHFFFAOYSA-N,0.2
1-chloroundecane,ZHKKNUKCXPWZOP-UHFFFAOYSA-N,0.00017
"1,2,10,11-tetrachloroundecane",VVAAXDBMZVCVPA-UHFFFAOYSA-N,0.16
pentachloroundecane isomers,BBCUCNDIXLWBNQ-UHFFFAOYSA-N,0.68
1-chlorododecane,YAYNEUUHHLGGAH-UHFFFAOYSA-N,0.00023
"1,12-dichlorododecane",RNXPZVYZVHJVHM-UHFFFAOYSA-N,0.0015
1-chlorotridecane,ASZMYJSJEOGSBR-UHFFFAOYSA-N,0.00029
1-chlorotetradecane,RNHWYOLIEJIAMV-UHFFFAOYSA-N,0.00039
tetrachlorocyclopentane,ZFMWDTNZPKDVBU-UHFFFAOYSA-N,0.0064
"1,1,2,3,3,4-hexachlorocyclopentane",RPUFWOAXMFQSDJ-UHFFFAOYSA-N,0.051
"1,1,2,3,3,4,5-heptachlorocyclopentane",XCEUTYGYMGYCBG-UHFFFAOYSA-N,0.15
"1,2,3,3,4,5-hexachlorocyclopentene",OSRFTCIVMWPVNP-UHFFFAOYSA-N,0.014
heptachlorocyclopentene,AJUXFTIOMRYFRL-UHFFFAOYSA-N,0.039
chlorocyclohexane,UNFUYWDGSFDHCW-UHFFFAOYSA-N,0.0028
"$\alpha$-1,2,3,4,5,6-hexachlorocyclohexane",JLYXXMFPNIAWKQ-SHFUYGGZSA-N,1.5
"$\beta$-1,2,3,4,5,6-hexachlorocyclohexane",JLYXXMFPNIAWKQ-UHFFFAOYSA-N,27.0
"$\gamma$-1,2,3,4,5,6-hexachlorocyclohexane",JLYXXMFPNIAWKQ-GNIYUCBRSA-N,3.7
"$\delta$-1,2,3,4,5,6-hexachlorocyclohexane",JLYXXMFPNIAWKQ-GPIVLXJGSA-N,23.0
"4,5,6,7,8,8-hexachloro-3a,4,7,7a-tetrahydro-4,7-methano-1H-indene",XCJXQCUJXDUNDN-UHFFFAOYSA-N,0.02
mirex,GVYLCNUFSHDAAW-UHFFFAOYSA-N,0.012
dechlorane plus,UGQQAJOWXNCOPY-UHFFFAOYSA-N,1.3
chloroethene,BZHJMEDXRYGGRV-UHFFFAOYSA-N,0.00038
chloroethene-d3,BZHJMEDXRYGGRV-FUDHJZNOSA-N,0.00038
"1,1-dichloroethene",LGXVIGDEPROXKC-UHFFFAOYSA-N,0.00037
"1,2-dichloroethene",KFUSEUYYWQURPO-UHFFFAOYSA-N,0.00037
"($Z$)-1,2-dichloroethene",KFUSEUYYWQURPO-UPHRSURJSA-N,0.0026
"($E$)-1,2-dichloroethene",KFUSEUYYWQURPO-OWOJBTEDSA-N,0.001
trichloroethene,XSTXAVWGXDQKEL-UHFFFAOYSA-N,0.0011
tetrachloroethene,CYTYCFOTNPOANT-UHFFFAOYSA-N,0.00062
dichloroethyne,ZMJOVJSTYLQINE-UHFFFAOYSA-N,0.00049
1-chloro-1-propene,OWXJKYNZGFSVRC-UHFFFAOYSA-N,0.00018
2-chloro-1-propene,PNLQPWWBHXMFCA-UHFFFAOYSA-N,0.00014
3-chloro-1-propene,OSDWBNJEKMUWAV-UHFFFAOYSA-N,0.00091
"1,1-dichloropropene",ZAIDIVBQUMFXEC-UHFFFAOYSA-N,0.00061
"1,2-dichloropropene",PPKPKFIWDXDAGC-UHFFFAOYSA-N,0.002
"1,3-dichloropropene",UOORRWUZONOOLO-UHFFFAOYSA-N,0.0064
"{\it cis}-1,3-dichloropropene",UOORRWUZONOOLO-UPHRSURJSA-N,0.0042
"{\it trans}-1,3-dichloropropene",UOORRWUZONOOLO-OWOJBTEDSA-N,0.0056
"2,3-dichloropropene",FALCMQXTWHPRIH-UHFFFAOYSA-N,0.0028
"1,2,3-trichloro-1-propene",HIILBTHBHCLUER-UHFFFAOYSA-N,0.00055
"1,1,2,3,3,3-hexachloro-1-propene",VFDYKPARTDCDCU-UHFFFAOYSA-N,0.0062
3-chloro-2-methyl-1-propene,OHXAOPZTJOUYKM-UHFFFAOYSA-N,0.0011
